,unitid,year,opeid.x,opeid6,fips.x.x,years_since_entering_repay,cohort_year.x,repay_rate,repay_rate_lowincome,repay_rate_midincome,repay_rate_highincome,repay_rate_dependent,repay_rate_independent,repay_rate_pell,repay_rate_nopell,repay_rate_female,repay_rate_male,repay_rate_firstgen,repay_rate_notfirstgen,repay_count,repay_count_lowincome,repay_count_midincome,repay_count_highincome,repay_count_dependent,repay_count_independent,repay_count_pell,repay_count_nopell,repay_count_female,repay_count_male,repay_count_firstgen,repay_count_notfirstgen,fips.y.x,cohort_year.y,race,sex,completion_rate_150pct,fips.x.y,est_fte,fips.y.y,type_of_aid,number_of_students,percent_of_students,average_amount,fips,opeid.y,inst_name_fsa,loan_type,loan_recipients_unitid,num_loans_disbursed_unitid,num_loans_originated_unitid,value_loans_originated_unitid,value_loan_disbursements_unitid,loan_recipients_opeid,num_loans_disbursed_opeid,num_loans_originated_opeid,value_loans_originated_opeid,value_loan_disbursements_opeid,allocation_flag,combined_flag,other_assoc_opeids,hbcu
609,198862,2010,294200,2942,37,3,2007,0.247148,0.216374,0.284768,0.393939,0.245863,0.252427,0.219027,0.418919,0.310881,0.21021,0.233184,0.257426,526,342,151,33,423,103,452,74,193,333,223,303,37,2005,1,99,NA,37,1196,37,1,381,0.96,NA,37,294200,LIVINGSTONE COLLEGE,1,1077,2048,1109,4186905,4184856,1077,2048,1109,4186905,4184856,0,0,,Yes
611,198862,2012,294200,2942,37,5,2007,0.267361,0.243836,0.300578,0.342105,0.275053,0.233645,0.256148,0.329545,0.350467,0.218232,0.242798,0.285285,576,365,173,38,469,107,488,88,214,362,243,333,37,2007,1,99,0,37,1134,37,1,347,0.98,NA,37,294200,LIVINGSTONE COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
613,198871,2010,294300,2943,37,3,2007,0.394265,0.268293,0.480583,0.676923,0.406977,0.238095,0.298701,0.606936,0.453947,0.371921,0.343891,0.4273,558,287,206,65,516,42,385,173,152,406,221,337,37,2008,1,99,0.216,37,680,37,1,377,0.93,NA,37,294300,LOUISBURG COLLEGE,1,674,1284,720,2260623,1975637,674,1284,720,2260623,1975637,0,0,,No
614,198871,2012,294300,2943,37,5,2007,0.444444,0.35082,0.521127,0.626866,0.456881,0.275,0.370098,0.615819,0.508876,0.418269,0.418103,0.461756,585,305,213,67,545,40,408,177,169,416,232,353,37,2010,1,99,0.31,37,680,37,1,337,0.99,NA,37,294300,LOUISBURG COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
615,198899,2010,294400,2944,37,3,2007,0.639209,0.52,0.699187,0.848837,0.643357,0.629213,0.550649,0.792793,0.693939,0.574007,0.598513,0.671598,607,275,246,86,429,178,385,222,330,277,269,338,37,2005,1,99,0.4,37,1184,37,1,274,0.98,NA,37,294400,MARS HILL COLLEGE,1,792,1578,896,3385538,3277870,792,1578,896,3385538,3277870,0,0,,No
617,198899,2012,294400,2944,37,5,2007,0.663961,0.545126,0.743083,0.813953,0.672727,0.642045,0.588384,0.8,0.695266,0.625899,0.635688,0.685879,616,277,253,86,440,176,396,220,338,278,269,347,37,2007,1,99,0.421,37,1336,37,1,427,0.99,NA,37,294400,MARS HILL UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
619,198950,2010,294500,2945,37,3,2007,0.748865,0.643636,0.830435,0.814103,0.79669,0.663866,0.685065,0.804533,-3,-3,0.678218,0.779956,661,275,230,156,423,238,308,353,-3,-3,202,459,37,2005,1,99,0.595,37,1807,37,1,366,1,NA,37,294500,MEREDITH COLLEGE,1,1050,1964,1126,4427332,4422648,1050,1964,1126,4427332,4422648,0,0,,No
621,198950,2012,294500,2945,37,5,2007,0.760684,0.659794,0.824701,0.84375,0.809735,0.672,0.693009,0.820375,-3,-3,0.671233,0.801242,702,291,251,160,452,250,329,373,-3,-3,219,483,37,2007,1,99,0.634,37,1699,37,1,405,1,NA,37,294500,MEREDITH COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
640,199087,2012,855700,8557,37,5,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,37,2010,1,99,0.104,37,2520,37,1,317,0.8,NA,37,855700,NASH COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
641,199102,2010,290500,2905,37,3,2007,0.334998,0.276479,0.364539,0.464957,0.332664,0.350674,0.28521,0.455243,0.335344,0.334655,0.324523,0.340393,4006,2011,1410,585,3487,519,2833,1173,1989,2017,1362,2644,37,2005,1,99,0.471,37,9168,37,1,1936,0.95,NA,37,290500,NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY,1,6399,14045,7532,25379896,24672984,6399,14045,7532,25379896,24672983,0,0,,Yes
643,199102,2012,290500,2905,37,5,2007,0.368551,0.318815,0.391497,0.485849,0.364433,0.397138,0.327106,0.470726,0.372987,0.364049,0.362732,0.371546,4439,2227,1576,636,3880,559,3158,1281,2236,2203,1508,2931,37,2007,1,99,0.353,37,8578,37,1,1710,0.95,NA,37,290500,NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
645,199111,2010,290700,2907,37,3,2007,0.684583,0.593548,0.748062,0.769784,0.743902,0.548837,0.610687,0.77707,0.674641,0.698962,0.64497,0.697026,707,310,258,139,492,215,393,314,418,289,169,538,37,2005,1,99,0.605,37,3461,37,1,418,0.7,NA,37,290700,UNIVERSITY OF NORTH CAROLINA  ASHEVILLE,1,1391,2488,1441,5285589,5280521,1391,2488,1441,5285589,5280521,0,0,,No
647,199111,2012,290700,2907,37,5,2007,0.705357,0.585014,0.784452,0.831169,0.763941,0.577236,0.61959,0.814493,0.688841,0.72956,0.661616,0.720137,784,347,283,154,538,246,439,345,466,318,198,586,37,2007,1,99,0.604,37,3292,37,1,426,0.77,NA,37,290700,UNIVERSITY OF NORTH CAROLINA  ASHEVILLE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
649,199120,2010,297400,2974,37,3,2007,0.848011,0.801493,0.860097,0.87651,0.860306,0.779412,0.816449,0.873387,0.853784,0.839041,0.823529,0.854331,2237,670,822,745,1897,340,997,1240,1361,876,459,1778,37,2005,1,99,0.917,37,18212,37,1,2766,0.7,NA,37,297400,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL,1,3728,7002,4265,13169869,12934730,3728,7002,4265,13169869,12934730,0,0,,No
651,199120,2012,297400,2974,37,5,2007,0.872697,0.833333,0.876147,0.905063,0.885969,0.800539,0.835372,0.902642,0.88388,0.854978,0.845833,0.879455,2388,726,872,790,2017,371,1063,1325,1464,924,480,1908,37,2007,1,99,0.909,37,18306,37,1,2664,0.68,NA,37,297400,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
653,199139,2010,297500,2975,37,3,2007,0.724309,0.648485,0.746334,0.82377,0.761818,0.633407,0.672188,0.790766,0.70189,0.75282,0.708119,0.732468,4632,1815,1841,976,3279,1353,2596,2036,2593,2039,1552,3080,37,2005,1,99,0.525,37,18509,37,1,2235,0.76,NA,37,297500,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,1,10031,19873,11538,39722848,39553280,10031,19873,11538,39722848,39553279,0,0,,No
655,199139,2012,297500,2975,37,5,2007,0.757854,0.681865,0.784222,0.852317,0.79366,0.671089,0.705818,0.824349,0.730617,0.79333,0.733004,0.770097,4902,1952,1914,1036,3470,1432,2750,2152,2773,2129,1618,3284,37,2007,1,99,0.542,37,19592,37,1,2645,0.75,NA,37,297500,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
657,199148,2010,297600,2976,37,3,2007,0.692198,0.602582,0.731488,0.805121,0.71112,0.636872,0.617604,0.796183,0.689201,0.698276,0.667233,0.704799,3512,1472,1337,703,2617,895,2045,1467,2352,1160,1178,2334,37,2005,1,99,0.519,37,14440,37,1,1940,0.77,NA,37,297600,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,1,7391,14557,8689,28709666,28673172,7391,14557,8689,28709666,28673171,0,0,,No
659,199148,2012,297600,2976,37,5,2007,0.721838,0.640585,0.754848,0.828877,0.736953,0.675647,0.653654,0.818065,0.715354,0.735294,0.699045,0.733254,3764,1572,1444,748,2836,928,2203,1561,2540,1224,1256,2508,37,2007,1,99,0.569,37,13800,37,1,2009,0.8,NA,37,297600,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
661,199157,2010,295000,2950,37,3,2007,0.275301,0.24032,0.335085,0.335079,0.25864,0.313376,0.244286,0.37541,0.275614,0.274725,0.263479,0.282581,2579,1627,761,191,1794,785,1969,610,1669,910,983,1596,37,2005,1,99,0.3,37,6400,37,1,1192,0.98,NA,37,295000,NORTH CAROLINA CENTRAL UNIVERSITY,1,5006,11492,6175,20559296,19515870,5006,11492,6175,20559296,19515870,0,0,,Yes
663,199157,2012,295000,2950,37,5,2007,0.304288,0.278237,0.341121,0.375566,0.283702,0.349558,0.270947,0.409483,0.300268,0.311587,0.293073,0.311438,2892,1815,856,221,1988,904,2196,696,1865,1027,1126,1766,37,2007,1,99,0.462,37,6321,37,1,1350,0.97,NA,37,295000,NORTH CAROLINA CENTRAL UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
677,199209,2010,295100,2951,37,3,2007,0.484615,0.413706,0.52027,0.677778,0.450237,0.52514,0.406439,0.621908,0.523929,0.443864,0.485564,0.483709,780,394,296,90,422,358,497,283,397,383,381,399,37,2005,1,99,0.25,37,1182,37,1,221,1,NA,37,295100,NORTH CAROLINA WESLEYAN COLLEGE,1,999,2246,1250,4345128,4319532,999,2246,1250,4345128,4319532,0,0,,No
679,199209,2012,295100,2951,37,5,2007,0.513921,0.432671,0.570513,0.71134,0.480435,0.552239,0.436266,0.655738,0.542035,0.482927,0.522782,0.505618,862,453,312,97,460,402,557,305,452,410,417,445,37,2007,1,99,0.346,37,1189,37,1,186,0.84,NA,37,295100,NORTH CAROLINA WESLEYAN COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
681,199218,2010,298400,2984,37,3,2007,0.736587,0.653675,0.763158,0.811659,0.771398,0.62709,0.675119,0.800329,0.748688,0.717277,0.702889,0.750571,2479,898,912,669,1881,598,1262,1217,1524,955,727,1752,37,2005,1,99,0.677,37,11520,37,1,1351,0.68,NA,37,298400,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),1,4286,8186,4324,16903560,16876306,4286,8186,4324,16903559,16876306,0,0,,No
683,199218,2012,298400,2984,37,5,2007,0.757205,0.669036,0.777565,0.84492,0.796992,0.626543,0.695683,0.820983,0.777713,0.723647,0.716934,0.773767,2776,985,1043,748,2128,648,1413,1363,1723,1053,809,1967,37,2007,1,99,0.717,37,12218,37,1,1425,0.69,NA,37,298400,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
690,199281,2010,295400,2954,37,3,2007,0.558266,0.461458,0.632267,0.771574,0.598972,0.488201,0.494127,0.702465,0.560817,0.554688,0.530435,0.579808,1845,960,688,197,1167,678,1277,568,1077,768,805,1040,37,2005,1,99,0.33,37,5543,37,1,916,0.88,NA,37,295400,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,1,3645,7205,4295,13436053,13369257,3645,7205,4295,13436053,13369257,0,0,,No
692,199281,2012,295400,2954,37,5,2007,0.606291,0.521781,0.679666,0.763636,0.63752,0.551192,0.546115,0.745791,0.594755,0.623574,0.58134,0.62467,1971,1033,718,220,1258,713,1377,594,1182,789,836,1135,37,2007,1,99,0.343,37,5048,37,1,930,0.92,NA,37,295400,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
694,199306,2010,295500,2955,37,3,2007,0.631763,0.511848,0.686508,0.736364,0.689769,0.566667,0.567742,0.707224,0.633431,0.62931,0.635246,0.629179,573,211,252,110,303,270,310,263,341,232,244,329,37,2005,1,99,0.503,37,1004,37,1,198,0.99,NA,37,295500,PFEIFFER UNIVERSITY,1,733,1512,829,2911982,2856205,733,1512,829,2911982,2856205,0,0,,No
696,199306,2012,295500,2955,37,5,2007,0.666667,0.572727,0.706122,0.758333,0.709677,0.618182,0.619497,0.722846,0.674487,0.655738,0.644531,0.683891,585,220,245,120,310,275,318,267,341,244,256,329,37,2007,1,99,0.487,37,938,37,1,213,1,NA,37,295500,PFEIFFER UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
703,199333,2010,406200,4062,37,3,2007,0.628378,0.541485,-3,-3,0.610345,0.662338,0.531599,0.777143,0.608696,0.65445,0.560606,0.682927,444,229,174,41,290,154,269,175,253,191,198,246,37,2008,1,99,0.194,37,8546,37,1,728,0.66,NA,37,406200,PITT COMMUNITY COLLEGE,1,2403,5023,2730,8203994,8200396,2403,5023,2730,8203994,8200396,0,0,,No
704,199333,2012,406200,4062,37,5,2007,0.645923,0.561475,-3,-3,0.624183,0.6875,0.549645,0.793478,0.634328,0.661616,0.598039,0.683206,466,244,177,45,306,160,282,184,268,198,204,262,37,2010,1,99,0.179,37,7026,37,1,741,0.86,NA,37,406200,PITT COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
717,199582,2010,296800,2968,37,3,2007,0.272506,0.262857,0.277311,0.338983,0.269065,0.291339,0.269912,0.284722,0.286104,0.261538,0.294906,0.253898,822,525,238,59,695,127,678,144,367,455,373,449,37,2005,1,99,NA,37,1660,37,1,420,0.91,NA,37,296800,SAINT AUGUSTINE'S UNIVERSITY,1,1466,3028,1581,6232612,5978711,1466,3028,1581,6232612,5978711,0,0,,Yes
719,199582,2012,296800,2968,37,5,2007,0.316909,0.312611,0.328185,0.309859,0.312583,0.34058,0.314714,0.327044,0.356968,0.283058,0.348259,0.291242,893,563,259,71,755,138,734,159,409,484,402,491,37,2007,1,99,0.5,37,1471,37,1,350,0.85,NA,37,296800,SAINT AUGUSTINE'S UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,Yes
721,199607,2010,296000,2960,37,3,2007,0.643392,0.536458,-3,-3,0.723301,0.558974,0.566265,0.769737,-3,-3,0.6,0.670732,401,192,154,55,206,195,249,152,388,13,155,246,37,2005,1,99,0.519,37,860,37,1,150,1,NA,37,296000,SALEM COLLEGE,1,661,1212,700,2652561,2566278,661,1212,700,2652561,2566278,0,0,,No
723,199607,2012,296000,2960,37,5,2007,0.6618,0.57732,-3,-3,0.741784,0.575758,0.593023,0.777778,-3,-3,0.573333,0.712644,411,194,160,57,213,198,258,153,399,12,150,261,37,2007,1,99,0.65,37,965,37,1,170,0.99,NA,37,296000,SALEM COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
731,199698,2010,296700,2967,37,3,2007,0.65625,0.514706,0.686567,0.789474,0.687117,0.482759,0.547368,0.762887,0.701754,0.589744,0.594203,0.691057,192,68,67,57,163,29,95,97,114,78,69,123,37,2005,1,99,0.441,37,433,37,1,97,1,NA,37,296700,ST. ANDREWS PRESBYTERIAN COLLEGE,1,276,517,283,1114398,1112822,276,517,283,1114398,1112822,0,0,,No
733,199722,2010,296400,2964,37,3,2007,0.518987,0.48,-3,-3,0.522727,0.514286,0.5,0.565217,0.529412,0.5,0.55814,0.472222,79,50,-3,-3,44,35,56,23,51,28,43,36,37,2008,1,99,0.186,37,2025,37,1,167,0.9,NA,37,296400,SOUTHEASTERN COMMUNITY COLLEGE,1,645,1349,893,1829041,1829041,645,1349,893,1829041,1829041,0,0,,No
734,199722,2012,296400,2964,37,5,2007,0.531646,0.470588,-3,-3,0.568182,0.485714,-3,-3,0.48,0.62069,0.545455,0.514286,79,51,-3,-3,44,35,57,22,50,29,44,35,37,2010,1,99,0.132,37,1484,37,1,192,0.92,NA,37,296400,SOUTHEASTERN COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
735,199731,2010,846600,8466,37,3,2007,0.625,0.627451,-3,-3,0.551724,0.666667,-3,-3,-3,-3,0.676471,0.586957,80,51,-3,-3,29,51,61,19,62,18,34,46,37,2008,1,99,0.141,37,2316,37,1,125,0.67,NA,37,846600,SOUTHWESTERN COMMUNITY COLLEGE,1,260,481,260,880226,859567,260,481,260,880226,859567,0,0,,No
736,199731,2012,846600,8466,37,5,2007,0.640449,0.631579,-3,-3,0.647059,0.636364,-3,-3,-3,-3,0.605263,0.666667,89,57,-3,-3,34,55,65,24,70,19,38,51,37,2010,1,99,0.336,37,1926,37,1,176,0.86,NA,37,846600,SOUTHWESTERN COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
737,199838,2012,990300,9903,37,5,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,37,2010,1,99,0.352,37,3232,37,1,184,0.84,NA,37,990300,VANCE - GRANVILLE COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
738,199847,2010,297800,2978,37,3,2007,0.894539,0.779221,0.881988,0.931741,-3,-3,0.848921,0.910714,0.907143,0.880478,-3,-3,531,77,161,293,-3,-3,139,392,280,251,65,466,37,2005,1,99,0.889,37,4495,37,1,975,0.8,NA,37,297800,WAKE FOREST UNIVERSITY,1,1368,2763,1457,5933355,5918530,1368,2763,1457,5933355,5918530,0,0,,No
740,199847,2012,297800,2978,37,5,2007,0.920635,0.829268,0.906977,0.952077,-3,-3,0.890411,0.931116,0.929766,0.910448,-3,-3,567,82,172,313,-3,-3,146,421,299,268,65,502,37,2007,1,99,0.872,37,4600,37,1,634,0.51,NA,37,297800,WAKE FOREST UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
742,199856,2010,484400,4844,37,3,2007,0.534747,0.45339,0.60076,0.719298,0.595092,0.497132,0.454741,0.631169,0.532,0.538682,0.513678,0.548077,849,472,263,114,326,523,464,385,500,349,329,520,37,2008,1,99,0.168,37,14453,37,1,767,0.65,NA,37,484400,WAKE TECHNICAL COMMUNITY COLLEGE,1,3666,6478,4251,10872111,10841977,3666,6478,4251,10872111,10841977,0,0,,No
743,199856,2012,484400,4844,37,5,2007,0.574777,0.504082,0.640569,0.704,0.637143,0.534799,0.499002,0.670886,0.577358,0.571038,0.554252,0.587387,896,490,281,125,350,546,501,395,530,366,341,555,37,2010,1,99,0.177,37,16265,37,1,1189,0.63,NA,37,484400,WAKE TECHNICAL COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
744,199865,2010,297900,2979,37,3,2007,0.821561,-3,0.8,-3,-3,-3,0.775,0.85906,0.812121,0.836538,0.714286,0.84141,269,74,105,90,254,15,120,149,165,104,42,227,37,2005,1,99,0.446,37,942,37,1,188,0.86,NA,37,297900,WARREN WILSON COLLEGE,1,498,898,501,2028467,2012808,498,898,501,2028467,2012808,0,0,,No
746,199865,2012,297900,2979,37,5,2007,0.810526,-3,0.773913,-3,-3,-3,0.75,0.859873,0.775862,0.864865,0.659574,0.840336,285,77,115,93,270,15,128,157,174,111,47,238,37,2007,1,99,0.488,37,874,37,1,192,0.9,NA,37,297900,WARREN WILSON COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
748,199892,2012,298000,2980,37,5,2007,0.579787,0.462264,-3,-3,0.638554,0.533333,0.455285,0.815385,0.6,0.534483,0.556701,0.604396,188,106,70,12,83,105,123,65,130,58,97,91,37,2010,1,99,0.22,37,3174,37,1,285,0.65,NA,37,298000,WAYNE COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
749,199908,2010,298200,2982,37,3,2007,0.51634,0.38835,-3,-3,0.622642,0.46,0.438596,0.74359,0.5,0.553191,0.591549,0.45122,153,103,-3,-3,53,100,114,39,106,47,71,82,37,2008,1,99,0.314,37,2180,37,1,351,0.86,NA,37,298200,WESTERN PIEDMONT COMMUNITY COLLEGE,1,671,1344,671,2030913,2030338,671,1344,671,2030913,2030338,0,0,,No
750,199908,2012,298200,2982,37,5,2007,0.54321,0.422018,-3,-3,0.7,0.45098,-3,-3,0.53211,0.566038,0.625,0.477778,162,109,-3,-3,60,102,124,38,109,53,72,90,37,2010,1,99,0.252,37,2205,37,1,275,0.85,NA,37,298200,WESTERN PIEDMONT COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
751,199926,2010,298300,2983,37,3,2007,0.6375,0.487805,-3,-3,0.732143,0.416667,-3,-3,0.638889,0.636364,0.613636,0.666667,80,41,-3,-3,56,24,49,31,36,44,44,36,37,2008,1,99,0.174,37,2535,37,1,295,0.78,NA,37,298300,WILKES COMMUNITY COLLEGE,1,309,561,309,1024105,999103,309,561,309,1024105,999103,0,0,,No
752,199926,2012,298300,2983,37,5,2007,0.609756,0.44186,-3,-3,0.696429,0.423077,-3,-3,0.594595,0.622222,0.652174,0.555556,82,43,-3,-3,56,26,51,31,37,45,46,36,37,2010,1,99,0.324,37,2292,37,1,344,0.74,NA,37,298300,WILKES COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
753,199953,2012,484500,4845,37,5,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,37,2010,1,99,0.318,37,1682,37,1,190,0.85,NA,37,484500,WILSON COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
754,199962,2010,298500,2985,37,3,2007,0.745211,0.577922,0.796209,0.840764,0.746725,0.734375,0.623256,0.830619,0.760456,0.72973,0.677215,0.774725,522,154,211,157,458,64,215,307,263,259,158,364,37,2005,1,99,0.542,37,1637,37,1,522,0.86,NA,37,298500,WINGATE UNIVERSITY,1,913,1743,925,3514147,3506948,913,1743,925,3514147,3506948,0,0,,No
756,199962,2012,298500,2985,37,5,2007,0.768142,0.605882,0.806306,0.878613,0.773092,0.731343,0.643154,0.861111,0.791667,0.743682,0.674556,0.808081,565,170,222,173,498,67,241,324,288,277,169,396,37,2007,1,99,0.55,37,1716,37,1,550,0.99,NA,37,298500,WINGATE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
758,199971,2010,3570300,35703,37,3,2007,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,12,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,37,2005,1,99,NA,37,57,37,1,8,0.89,NA,37,3570300,CAROLINA CHRISTIAN COLLEGE,1,50,100,59,206632,204882,50,100,59,206632,204882,0,0,,No
760,199999,2010,298600,2986,37,3,2007,0.412927,0.382353,0.452459,0.465517,0.395636,0.460765,0.384395,0.496842,0.444006,0.347682,0.439678,0.395204,1872,1088,610,174,1375,497,1397,475,1268,604,746,1126,37,2005,1,99,0.27,37,5769,37,1,662,0.96,NA,37,298600,WINSTON-SALEM STATE UNIVERSITY,1,3881,7910,4246,15520735,15442599,3881,7910,4246,15520735,15442599,0,0,,NA
762,199999,2012,298600,2986,37,5,2007,0.451597,0.420962,0.486486,0.527778,0.44375,0.472795,0.425575,0.529293,0.470676,0.410543,0.468905,0.439692,1973,1164,629,180,1440,533,1478,495,1347,626,804,1169,37,2007,1,99,0.412,37,5048,37,1,656,0.96,NA,37,298600,WINSTON-SALEM STATE UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,NA
764,200004,2010,298100,2981,37,3,2007,0.695187,0.592937,0.71875,0.787286,0.722581,0.5625,0.629454,0.760999,0.690125,0.700748,0.689304,0.698355,1683,538,736,409,1395,288,842,841,881,802,589,1094,37,2005,1,99,0.511,37,7131,37,1,1195,0.84,NA,37,298100,WESTERN CAROLINA UNIVERSITY,1,3410,6293,3837,12247547,12228698,3410,6293,3837,12247547,12228698,0,0,,No
766,200004,2012,298100,2981,37,5,2007,0.713366,0.61285,0.746305,0.790541,0.738511,0.591195,0.645877,0.782988,0.702149,0.725734,0.703817,0.718543,1863,607,812,444,1545,318,946,917,977,886,655,1208,37,2007,1,99,0.522,37,7559,37,1,1289,0.83,NA,37,298100,WESTERN CAROLINA UNIVERSITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
768,244437,2010,156200,1562,13,3,2007,0.414154,0.363585,0.458373,0.545181,0.442237,0.392857,0.355397,0.511373,0.398198,0.452202,0.401414,0.42279,3151,1774,1045,332,1359,1792,1964,1187,2220,931,1273,1878,13,2008,1,99,0.087,13,19389,13,1,2208,0.72,NA,13,156200,GEORGIA PERIMETER COLLEGE,1,7247,14037,8196,23718404,21735700,7247,14037,8196,23718404,21735699,0,0,,No
769,244437,2012,156200,1562,13,5,2007,0.446965,0.394547,0.493659,0.592486,0.470226,0.429384,0.383683,0.555645,0.431553,0.483968,0.442847,0.449825,3394,1944,1104,346,1461,1933,2145,1249,2396,998,1391,2003,13,2010,1,99,0.099,13,17138,13,1,1746,0.74,NA,13,156200,GEORGIA PERIMETER COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
770,251260,2010,104000,1040,1,3,2007,0.503057,0.40301,0.564103,0.732484,0.568685,0.40812,0.411017,0.652174,0.502183,0.504367,0.49353,0.511589,1145,598,390,157,677,468,708,437,687,458,541,604,1,2008,1,99,0.171,1,4347,1,1,810,0.8,NA,1,104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,1,1041,2160,1163,3054534,2807220,1041,2160,1163,3054534,2807220,0,0,,No
771,251260,2012,104000,1040,1,5,2007,0.558751,0.463608,0.609223,0.786127,0.626556,0.459514,0.479026,0.682008,0.550964,0.570265,0.55,0.566719,1217,632,412,173,723,494,739,478,726,491,580,637,1,2010,1,99,0.158,1,4120,1,1,939,0.83,NA,1,104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
772,366535,2010,2605500,26055,1,3,2007,0.225369,0.208069,0.313901,0.575758,0.275591,0.211598,0.203799,0.403587,0.21942,0.255507,0.21455,0.240872,4131,3619,446,66,889,3242,3685,446,3450,681,2433,1698,1,2008,1,99,0.581,1,945,1,1,181,1,NA,1,2605500,REMINGTON COLLEGE - MOBILE CAMPUS,1,3847,8788,4575,13203581,12687600,3847,8788,4575,13203581,12687600,0,0,,No
773,366535,2012,2605500,26055,1,5,2007,0.231898,0.216261,0.316514,0.529412,0.277095,0.219497,0.210809,0.410959,0.225527,0.263689,0.22619,0.239977,4157,3653,436,68,895,3262,3719,438,3463,694,2436,1721,1,2010,1,99,0.629,1,793,1,1,164,0.98,NA,1,2605500,REMINGTON COLLEGE - MOBILE CAMPUS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,No
